text,label
"PO #82851 confirmation: items cover; could. Total ₹125725.00. Ship to 9789 Dawn Stream Suite 224, Jenniferfurt, IN 28518.",purchase_order
Tax invoice 3553: GST 18% on amount ₹38049.00. Taxable value ₹92233.,tax
Tax invoice 72431: GST 5% on amount ₹49805.00. Taxable value ₹23739.,tax
Misc document: reference 528556. Notes: Book exactly other my work whether operation.,other
"Reimbursement: taxi ₹36717.00, lunch ₹135604.00. Employee: Tracy Hardy. Same stuff window walk open.",expense
Misc document: reference 444208. Notes: Whether soldier look manager then why.,other
Payment request - Invoice 13496; Amount: ₹186500.00. For Accounts Payable processing.,accounts_payable
"Reimbursement: taxi ₹65104.00, lunch ₹84615.00. Employee: Tyler Moore.",expense
Payment request - Invoice 15916; Amount: ₹169657.00. For Accounts Payable processing.,accounts_payable
Credit note 7949 issued to Elliott Group for amount ₹86757.00.,other
"Credit note 3732 issued to Golden, Ruiz and Jones for amount ₹124418.00.",other
TAX INVOICE - Invoice No: 39240. IGST 5 applied. Total ₹70075.00.,tax
"Purchase Order 92064 received for vendor Sims, Charles and Williams. Qty: 70. Total: ₹68879.00. Instead whether message.",purchase_order
TAX INVOICE - Invoice No: 10789. IGST 0 applied. Total ₹42588.00. Management significant thousand during break word single.,tax
Purchase Order 61926 received for vendor Stout LLC. Qty: 90. Total: ₹26115.00.,purchase_order
Payment request - Invoice 43679; Amount: ₹54312.00. For Accounts Payable processing.,accounts_payable
"Reimbursement: taxi ₹62590.00, lunch ₹120337.00. Employee: Carol Schmidt.",expense
"Invoice from Orr, Miller and Cabrera for invoice #50948 total ₹169781.00 due on 2025-03-20. Please remit payment.",accounts_payable
Expense reimbursement claim by John Wheeler for ₹147071.00 on 2025-03-02. Category: travel.,expense
Credit note 6616 issued to Caldwell Ltd for amount ₹5297.00.,other
Credit note 3104 issued to Cole LLC for amount ₹61801.00.,other
"Credit note 2231 issued to Taylor, Collins and Cantrell for amount ₹142568.00.",other
Tax invoice 5374: GST 5% on amount ₹50771.00. Taxable value ₹8608.,tax
"Credit note 4388 issued to Hill, Raymond and Davis for amount ₹197110.00.",other
TAX INVOICE - Invoice No: 92997. IGST 0 applied. Total ₹5678.00.,tax
"PO #39166 confirmation: items far; person. Total ₹53736.00. Ship to 7616 Burke Orchard Apt. 239, Lake Robert, WI 07955. Easy four guy suffer sort sister.",purchase_order
Invoice from Hernandez PLC for invoice #68192 total ₹57738.00 due on 2025-09-13. Please remit payment.,accounts_payable
"Invoice from Ho, Jackson and Wiley for invoice #50417 total ₹124957.00 due on 2025-02-18. Please remit payment.",accounts_payable
TAX INVOICE - Invoice No: 11585. IGST 5 applied. Total ₹194879.00. Page fly arrive walk mother.,tax
Payment request - Invoice 33648; Amount: ₹10267.00. For Accounts Payable processing.,accounts_payable
Misc document: reference 559678. Notes: Pressure yes someone main stock side little onto.,other
Expense reimbursement claim by Joseph Johnson for ₹195896.00 on 2025-05-22. Category: travel.,expense
TAX INVOICE - Invoice No: 98275. IGST 5 applied. Total ₹196539.00.,tax
Misc document: reference 645166. Notes: Old debate authority determine PM event bag.,other
Tax invoice 54320: GST 18% on amount ₹15044.00. Taxable value ₹51049.,tax
Misc document: reference 158693. Notes: Control wish visit south keep Congress. Stand fact scene really together late final special.,other
Expense reimbursement claim by Patrick Turner for ₹80399.00 on 2025-02-24. Category: travel.,expense
"PO #98124 confirmation: items employee; yet; cell; treatment. Total ₹62363.00. Ship to 52405 Charles Locks Apt. 591, West Williamport, MH 46306.",purchase_order
"Reimbursement: taxi ₹190701.00, lunch ₹110149.00. Employee: Rachel Schneider.",expense
"Credit note 1895 issued to Mathews, Martin and Hudson for amount ₹172935.00.",other
Tax invoice 66872: GST 18% on amount ₹74219.00. Taxable value ₹88538.,tax
Invoice from Thompson Ltd for invoice #82809 total ₹85782.00 due on 2025-03-02. Please remit payment.,accounts_payable
Credit note 2861 issued to Flores-Alvarez for amount ₹6942.00.,other
"PO #99675 confirmation: items author; hospital; company; sense. Total ₹47524.00. Ship to 8532 Bruce Well, Gallegosfurt, DC 08055.",purchase_order
Purchase Order 99599 received for vendor Smith Ltd. Qty: 50. Total: ₹174306.00. Former surface source.,purchase_order
"Reimbursement: taxi ₹83702.00, lunch ₹157411.00. Employee: Mathew Murphy. Make life so test nearly within central.",expense
"PO #90963 confirmation: items say; if; figure. Total ₹182885.00. Ship to 2855 Barbara Harbor, Willisborough, MT 53020.",purchase_order
Credit note 9820 issued to Harris and Sons for amount ₹113026.00.,other
"PO #90823 confirmation: items support; return; try. Total ₹17405.00. Ship to USNV Steele, FPO AA 54385.",purchase_order
Expense reimbursement claim by Shawn Schmidt for ₹145747.00 on 2025-11-03. Category: travel.,expense
Expense reimbursement claim by Justin Cook for ₹146014.00 on 2025-09-17. Category: travel. As population citizen along push manager society product.,expense
Invoice from Ramirez and Sons for invoice #14174 total ₹78037.00 due on 2025-11-29. Please remit payment. Main spring phone through million discussion price.,accounts_payable
"PO #16933 confirmation: items without; yeah; or; go. Total ₹68877.00. Ship to Unit 6618 Box 7513, DPO AA 90025.",purchase_order
Expense reimbursement claim by Miguel Stanton for ₹142278.00 on 2025-11-27. Category: travel.,expense
Purchase Order 41223 received for vendor Richards Inc. Qty: 83. Total: ₹78942.00. Shake onto memory plant defense.,purchase_order
Tax invoice 65593: GST 12% on amount ₹59654.00. Taxable value ₹83371.,tax
Tax invoice 59583: GST 5% on amount ₹79726.00. Taxable value ₹68413.,tax
TAX INVOICE - Invoice No: 35637. IGST 0 applied. Total ₹131204.00.,tax
"Reimbursement: taxi ₹82582.00, lunch ₹124182.00. Employee: Michael Mcguire.",expense
TAX INVOICE - Invoice No: 9140. IGST 12 applied. Total ₹169364.00.,tax
"PO #89183 confirmation: items artist. Total ₹99454.00. Ship to 1309 Marshall Falls, Crawfordview, MN 03221.",purchase_order
Tax invoice 22826: GST 5% on amount ₹185417.00. Taxable value ₹80569.,tax
"Credit note 1439 issued to Gonzalez, Stone and Wells for amount ₹175404.00.",other
Payment request - Invoice 15568; Amount: ₹14028.00. For Accounts Payable processing. Start early good east along.,accounts_payable
Credit note 8194 issued to Mckinney Inc for amount ₹195793.00.,other
Purchase Order 30063 received for vendor Pham LLC. Qty: 32. Total: ₹29124.00.,purchase_order
Credit note 1157 issued to Clayton-Holloway for amount ₹49358.00.,other
TAX INVOICE - Invoice No: 4397. IGST 0 applied. Total ₹187143.00.,tax
"PO #74968 confirmation: items expert; director. Total ₹59351.00. Ship to 8432 John Tunnel, East Christina, VA 94516.",purchase_order
"Reimbursement: taxi ₹143260.00, lunch ₹133119.00. Employee: David Castaneda II. Success head alone sure.",expense
Expense reimbursement claim by Christina Contreras for ₹2524.00 on 2025-06-14. Category: travel. Many some whole.,expense
Purchase Order 29015 received for vendor Hart LLC. Qty: 97. Total: ₹198730.00.,purchase_order
Invoice from Schneider-Ball for invoice #30811 total ₹68989.00 due on 2025-06-10. Please remit payment.,accounts_payable
Payment request - Invoice 92520; Amount: ₹87287.00. For Accounts Payable processing.,accounts_payable
Misc document: reference 420662. Notes: Wonder large people.,other
TAX INVOICE - Invoice No: 22298. IGST 0 applied. Total ₹191654.00. Pull local power democratic among.,tax
Misc document: reference 443964. Notes: Consider threat cover develop. Support writer full future order prepare.,other
Payment request - Invoice 25761; Amount: ₹157501.00. For Accounts Payable processing.,accounts_payable
Expense reimbursement claim by Paul Brewer for ₹98162.00 on 2025-04-27. Category: travel. Require but strategy.,expense
TAX INVOICE - Invoice No: 17047. IGST 12 applied. Total ₹93872.00.,tax
Payment request - Invoice 67650; Amount: ₹181921.00. For Accounts Payable processing.,accounts_payable
"Reimbursement: taxi ₹8041.00, lunch ₹110832.00. Employee: Diane Ramos.",expense
"PO #14181 confirmation: items contain. Total ₹137867.00. Ship to 93131 Andrew Point Apt. 404, Hallport, WV 82912.",purchase_order
Purchase Order 21827 received for vendor Rivera-Ramos. Qty: 28. Total: ₹18135.00.,purchase_order
"Purchase Order 71049 received for vendor Webster, Bell and Alexander. Qty: 92. Total: ₹27755.00.",purchase_order
"PO #44178 confirmation: items race; nature. Total ₹186283.00. Ship to 50601 Alan Branch Suite 020, Staceyville, ID 24910.",purchase_order
Invoice from Carter-Carter for invoice #72697 total ₹150803.00 due on 2025-08-28. Please remit payment.,accounts_payable
Credit note 6448 issued to Castaneda-Richardson for amount ₹103984.00.,other
"PO #77804 confirmation: items officer; idea. Total ₹90121.00. Ship to 32510 Mike Radial, Port Kathrynfort, CT 10976.",purchase_order
Payment request - Invoice 49647; Amount: ₹42366.00. For Accounts Payable processing.,accounts_payable
"Reimbursement: taxi ₹83463.00, lunch ₹180353.00. Employee: Ricky Ferguson.",expense
TAX INVOICE - Invoice No: 2190. IGST 5 applied. Total ₹162944.00. Occur choice its physical first two.,tax
Invoice from Horne-Jackson for invoice #33370 total ₹159997.00 due on 2025-03-13. Please remit payment.,accounts_payable
Tax invoice 18896: GST 12% on amount ₹66395.00. Taxable value ₹65595. Lay policy media heart scene hear.,tax
Invoice from Johnson and Sons for invoice #74309 total ₹128471.00 due on 2025-05-18. Please remit payment.,accounts_payable
"Reimbursement: taxi ₹42504.00, lunch ₹76552.00. Employee: Teresa Ward.",expense
Misc document: reference 981491. Notes: Including anyone without gun.,other
Expense reimbursement claim by Maria Hall for ₹3246.00 on 2025-09-09. Category: travel.,expense
"PO #23201 confirmation: items happen. Total ₹182196.00. Ship to 40430 Hess Neck, West Jamesmouth, CA 85434.",purchase_order
Payment request - Invoice 86224; Amount: ₹73076.00. For Accounts Payable processing.,accounts_payable
Expense reimbursement claim by Pamela Myers for ₹59619.00 on 2025-10-31. Category: travel.,expense
Payment request - Invoice 16121; Amount: ₹187457.00. For Accounts Payable processing. Present tough.,accounts_payable
Tax invoice 11807: GST 18% on amount ₹23264.00. Taxable value ₹47535.,tax
"Invoice from Barnes, Rhodes and Mitchell for invoice #64112 total ₹50853.00 due on 2025-05-06. Please remit payment. Risk garden will contain.",accounts_payable
TAX INVOICE - Invoice No: 19872. IGST 5 applied. Total ₹153641.00.,tax
Payment request - Invoice 22500; Amount: ₹96013.00. For Accounts Payable processing.,accounts_payable
Purchase Order 99942 received for vendor Freeman-Goodman. Qty: 74. Total: ₹185254.00.,purchase_order
Payment request - Invoice 10372; Amount: ₹146256.00. For Accounts Payable processing. Bed person.,accounts_payable
Tax invoice 30251: GST 12% on amount ₹167991.00. Taxable value ₹20002.,tax
"Invoice from Byrd, Cummings and Donovan for invoice #49445 total ₹180595.00 due on 2025-11-27. Please remit payment. Cold realize condition main others.",accounts_payable
"Reimbursement: taxi ₹102600.00, lunch ₹21614.00. Employee: Jonathan Parks.",expense
Invoice from Parker-Warren for invoice #25449 total ₹118420.00 due on 2025-12-02. Please remit payment.,accounts_payable
"Credit note 2470 issued to Watkins, Jennings and Mccarty for amount ₹10569.00.",other
"Reimbursement: taxi ₹10000.00, lunch ₹51813.00. Employee: Jason Estrada. May leg heart design rich politics cold even add.",expense
"PO #46639 confirmation: items himself; their. Total ₹21038.00. Ship to 254 Marsh Stream, Wilsonmouth, OH 69352.",purchase_order
"Reimbursement: taxi ₹124083.00, lunch ₹12779.00. Employee: Dustin Brown.",expense
Credit note 9864 issued to Allen-Moyer for amount ₹136477.00.,other
"Reimbursement: taxi ₹151249.00, lunch ₹68754.00. Employee: Victoria Stanley.",expense
Misc document: reference 244737. Notes: Kind the whole.,other
Payment request - Invoice 57948; Amount: ₹176256.00. For Accounts Payable processing.,accounts_payable
Misc document: reference 669504. Notes: Project court bar around position. Guess believe end real economic matter foreign course on.,other
Misc document: reference 295240. Notes: Onto them story.,other
"Reimbursement: taxi ₹25396.00, lunch ₹129886.00. Employee: Daniel Wilkerson.",expense
Expense reimbursement claim by Mikayla Williams for ₹54874.00 on 2025-02-23. Category: travel.,expense
Misc document: reference 105794. Notes: Your general oil debate film contain.,other
Payment request - Invoice 66842; Amount: ₹129139.00. For Accounts Payable processing. Great somebody cold maintain wide.,accounts_payable
"Credit note 7571 issued to Cox, Evans and Meza for amount ₹57907.00.",other
Misc document: reference 799572. Notes: Example former record consumer service service detail.,other
Payment request - Invoice 3520; Amount: ₹141490.00. For Accounts Payable processing.,accounts_payable
TAX INVOICE - Invoice No: 86844. IGST 12 applied. Total ₹109025.00.,tax
Credit note 173 issued to Alvarado-Maxwell for amount ₹161192.00. Many reveal identify too friend.,other
Payment request - Invoice 2688; Amount: ₹171353.00. For Accounts Payable processing.,accounts_payable
Expense reimbursement claim by Tina Roth for ₹25678.00 on 2025-03-10. Category: travel.,expense
Expense reimbursement claim by Cory Hickman for ₹25731.00 on 2025-09-19. Category: travel. Person price various make resource business particular able.,expense
"Reimbursement: taxi ₹103474.00, lunch ₹120000.00. Employee: Jack Atkins.",expense
Misc document: reference 260547. Notes: War into imagine respond however audience appear candidate.,other
"PO #32555 confirmation: items purpose; hit; participant. Total ₹61818.00. Ship to 362 Joshua Junction Apt. 161, Stevensontown, CO 50388.",purchase_order
Expense reimbursement claim by Brianna Boone for ₹106648.00 on 2025-07-22. Category: travel. Group between.,expense
TAX INVOICE - Invoice No: 98796. IGST 18 applied. Total ₹116356.00.,tax
"Invoice from Hooper, Valdez and Compton for invoice #34377 total ₹188153.00 due on 2025-11-28. Please remit payment.",accounts_payable
Credit note 5812 issued to Hicks Inc for amount ₹76257.00.,other
Payment request - Invoice 69019; Amount: ₹64736.00. For Accounts Payable processing. Wide evidence make throw popular article sign education today positive.,accounts_payable
Expense reimbursement claim by Brittany Higgins for ₹38055.00 on 2025-03-02. Category: travel.,expense
Purchase Order 80046 received for vendor Gallagher-Guzman. Qty: 49. Total: ₹148165.00.,purchase_order
Payment request - Invoice 5497; Amount: ₹154382.00. For Accounts Payable processing.,accounts_payable
"PO #16982 confirmation: items later; both; from. Total ₹174517.00. Ship to 36668 Reyes Ferry, New Richardshire, MA 09695.",purchase_order
TAX INVOICE - Invoice No: 82290. IGST 0 applied. Total ₹120142.00.,tax
"Reimbursement: taxi ₹91990.00, lunch ₹15199.00. Employee: Kimberly Scott.",expense
Misc document: reference 349415. Notes: Make machine close.,other
Expense reimbursement claim by Brandy Garcia for ₹23799.00 on 2025-02-03. Category: travel.,expense
Purchase Order 13550 received for vendor Compton-Murphy. Qty: 28. Total: ₹95544.00.,purchase_order
TAX INVOICE - Invoice No: 81244. IGST 0 applied. Total ₹61206.00.,tax
Payment request - Invoice 60715; Amount: ₹14238.00. For Accounts Payable processing.,accounts_payable
"Reimbursement: taxi ₹114998.00, lunch ₹159833.00. Employee: Sharon Jones DDS.",expense
"PO #85600 confirmation: items medical. Total ₹67742.00. Ship to USS Aguilar, FPO AA 58435.",purchase_order
"Purchase Order 99500 received for vendor Pennington, Lester and Harris. Qty: 31. Total: ₹66763.00.",purchase_order
Misc document: reference 731183. Notes: Cause popular amount data us.,other
Credit note 4766 issued to Curry-Bailey for amount ₹161705.00.,other
Expense reimbursement claim by Paul Andersen for ₹138623.00 on 2025-05-01. Category: travel.,expense
"PO #91096 confirmation: items customer; response; her; project. Total ₹134443.00. Ship to 17958 Taylor Neck, Youngfurt, PA 74330.",purchase_order
Credit note 273 issued to Dixon-Baxter for amount ₹51728.00.,other
"Purchase Order 50105 received for vendor Arnold, Patrick and Rodriguez. Qty: 90. Total: ₹51362.00.",purchase_order
"PO #43046 confirmation: items seek; view. Total ₹135977.00. Ship to PSC 0203, Box 5982, APO AA 38195. Itself employee tax machine fight might war his second.",purchase_order
"PO #61200 confirmation: items which. Total ₹32658.00. Ship to 01153 Coleman Way Suite 662, Moyerview, NJ 82149.",purchase_order
Tax invoice 40885: GST 12% on amount ₹68567.00. Taxable value ₹19042.,tax
Expense reimbursement claim by Eric Lee for ₹14503.00 on 2025-10-23. Category: travel.,expense
Misc document: reference 869609. Notes: Else risk only.,other
"Credit note 4818 issued to Brown, Mitchell and Holder for amount ₹15010.00. Board toward once partner technology home young news almost.",other
TAX INVOICE - Invoice No: 83503. IGST 5 applied. Total ₹101139.00.,tax
Expense reimbursement claim by Stacey Walker for ₹35805.00 on 2025-01-06. Category: travel. Ten its remain next.,expense
TAX INVOICE - Invoice No: 77218. IGST 12 applied. Total ₹19148.00.,tax
Purchase Order 66939 received for vendor Moore-Adams. Qty: 91. Total: ₹140038.00.,purchase_order
"Invoice from Meyer, Rhodes and Lynch for invoice #6739 total ₹111127.00 due on 2025-11-04. Please remit payment.",accounts_payable
Tax invoice 82476: GST 5% on amount ₹131114.00. Taxable value ₹45853.,tax
Expense reimbursement claim by Kenneth Simmons for ₹74685.00 on 2025-06-26. Category: travel.,expense
Payment request - Invoice 13026; Amount: ₹9164.00. For Accounts Payable processing.,accounts_payable
TAX INVOICE - Invoice No: 41555. IGST 0 applied. Total ₹123308.00. Chance same red them every chance nor.,tax
TAX INVOICE - Invoice No: 41763. IGST 5 applied. Total ₹59911.00.,tax
Tax invoice 28498: GST 18% on amount ₹189741.00. Taxable value ₹27778.,tax
Payment request - Invoice 43285; Amount: ₹116687.00. For Accounts Payable processing.,accounts_payable
"Purchase Order 70889 received for vendor Henry, Williams and Brown. Qty: 94. Total: ₹39140.00. Bar build several value her successful guess sound hotel or.",purchase_order
"PO #54358 confirmation: items station; including. Total ₹23528.00. Ship to 92503 Wood Orchard, Jenniferberg, WY 62831.",purchase_order
Invoice from Thomas-Fletcher for invoice #97524 total ₹198205.00 due on 2025-09-08. Please remit payment.,accounts_payable
TAX INVOICE - Invoice No: 19008. IGST 5 applied. Total ₹59091.00.,tax
"Reimbursement: taxi ₹171582.00, lunch ₹106685.00. Employee: Amy Stout.",expense
Credit note 7362 issued to Mcclure and Sons for amount ₹23433.00. Democratic somebody lay task raise day.,other
Credit note 4451 issued to Jones Group for amount ₹185164.00.,other
"Reimbursement: taxi ₹69025.00, lunch ₹6881.00. Employee: Rhonda Woods.",expense
"Reimbursement: taxi ₹141416.00, lunch ₹80145.00. Employee: Martin Smith.",expense
Tax invoice 69256: GST 18% on amount ₹133893.00. Taxable value ₹92188.,tax
Tax invoice 49940: GST 5% on amount ₹147424.00. Taxable value ₹96353. Picture main though before month own.,tax
"Reimbursement: taxi ₹168940.00, lunch ₹72429.00. Employee: Robert Richards. East population knowledge seek significant to choose dinner moment.",expense
Expense reimbursement claim by Thomas Chang for ₹5703.00 on 2025-09-26. Category: travel. Director deep so.,expense
Payment request - Invoice 4608; Amount: ₹56089.00. For Accounts Payable processing.,accounts_payable
"PO #55140 confirmation: items decision; truth; energy. Total ₹137009.00. Ship to 4247 Breanna Loop Suite 516, East Ashley, ND 23668. Church voice let follow.",purchase_order
"Credit note 8161 issued to Garcia, Hill and Logan for amount ₹129961.00.",other
Expense reimbursement claim by Elizabeth Gallegos for ₹8796.00 on 2025-07-07. Category: travel.,expense
"PO #74559 confirmation: items whom. Total ₹122908.00. Ship to 16887 Taylor Points, Andersonburgh, MO 46911. For show available yourself build small into.",purchase_order
TAX INVOICE - Invoice No: 58251. IGST 12 applied. Total ₹191526.00. Able bit so subject believe.,tax
"Reimbursement: taxi ₹8500.00, lunch ₹65141.00. Employee: Bruce Wood.",expense
Payment request - Invoice 1935; Amount: ₹87849.00. For Accounts Payable processing. Require travel ability and.,accounts_payable
Payment request - Invoice 79683; Amount: ₹183032.00. For Accounts Payable processing.,accounts_payable
Payment request - Invoice 8482; Amount: ₹58334.00. For Accounts Payable processing.,accounts_payable
Purchase Order 56570 received for vendor Cruz Inc. Qty: 16. Total: ₹197170.00.,purchase_order
Payment request - Invoice 35924; Amount: ₹161257.00. For Accounts Payable processing.,accounts_payable
Tax invoice 90550: GST 12% on amount ₹171327.00. Taxable value ₹31547.,tax
TAX INVOICE - Invoice No: 49700. IGST 18 applied. Total ₹184046.00.,tax
Misc document: reference 669780. Notes: Past family vote stand own on.,other
Expense reimbursement claim by James Nash for ₹61979.00 on 2025-05-18. Category: travel.,expense
"Reimbursement: taxi ₹55802.00, lunch ₹129845.00. Employee: Kimberly Kelly. Design production.",expense
"Reimbursement: taxi ₹98707.00, lunch ₹46565.00. Employee: Rebecca Robertson.",expense
TAX INVOICE - Invoice No: 50806. IGST 5 applied. Total ₹181620.00.,tax
"Credit note 1635 issued to Lane, Munoz and Cohen for amount ₹130876.00.",other
Misc document: reference 389285. Notes: Bring protect approach five month concern professor.,other
Credit note 7940 issued to Garcia LLC for amount ₹192782.00.,other
Invoice from Myers-Smith for invoice #27980 total ₹44698.00 due on 2025-06-04. Please remit payment.,accounts_payable
Credit note 9387 issued to Ball-Collins for amount ₹47157.00.,other
"Invoice from Andrews, Hill and Brown for invoice #46367 total ₹166095.00 due on 2025-11-02. Please remit payment. Practice usually religious.",accounts_payable
"Reimbursement: taxi ₹75188.00, lunch ₹110592.00. Employee: Julie Aguirre. Rich suggest.",expense
Purchase Order 75104 received for vendor Davis LLC. Qty: 66. Total: ₹34389.00.,purchase_order
"Reimbursement: taxi ₹12602.00, lunch ₹48140.00. Employee: Holly Martin.",expense
Invoice from Lawrence-Carey for invoice #61976 total ₹166621.00 due on 2025-11-16. Please remit payment.,accounts_payable
Tax invoice 54161: GST 12% on amount ₹154463.00. Taxable value ₹20863.,tax
Misc document: reference 868018. Notes: Old address same yet word century out.,other
"Reimbursement: taxi ₹112822.00, lunch ₹114749.00. Employee: Michael Reyes.",expense
Invoice from Lee Ltd for invoice #87044 total ₹138029.00 due on 2025-10-30. Please remit payment. Actually house where world term.,accounts_payable
Payment request - Invoice 58725; Amount: ₹73399.00. For Accounts Payable processing.,accounts_payable
Purchase Order 91665 received for vendor Mckee-Miller. Qty: 69. Total: ₹8070.00. Air effort low pick why offer financial minute.,purchase_order
Tax invoice 37905: GST 12% on amount ₹170394.00. Taxable value ₹33534.,tax
"Reimbursement: taxi ₹144759.00, lunch ₹53193.00. Employee: Kimberly Butler.",expense
"Reimbursement: taxi ₹79502.00, lunch ₹114560.00. Employee: Erica James.",expense
Invoice from Hatfield Group for invoice #30827 total ₹11067.00 due on 2025-01-26. Please remit payment.,accounts_payable
"Reimbursement: taxi ₹35351.00, lunch ₹99060.00. Employee: Charles Stewart. Blue claim artist financial age.",expense
Credit note 7616 issued to Marshall-Waters for amount ₹166055.00.,other
"Credit note 5586 issued to Williams, Robinson and Munoz for amount ₹42157.00.",other
"PO #37732 confirmation: items last; bag; visit; hair. Total ₹26750.00. Ship to 5526 Eric Courts Suite 681, West Alexandratown, NJ 68548. Instead reason cup moment.",purchase_order
Credit note 301 issued to Gaines-Morales for amount ₹140732.00. Democrat president however.,other
Credit note 1929 issued to Moore and Sons for amount ₹45855.00.,other
"PO #30526 confirmation: items full; kitchen; write; company. Total ₹44689.00. Ship to 94744 Woodard Rest, Lake John, ID 34378.",purchase_order
Tax invoice 42565: GST 5% on amount ₹188364.00. Taxable value ₹26874. Federal skill year yeah month know.,tax
"Purchase Order 81821 received for vendor Williams, Thomas and Jackson. Qty: 100. Total: ₹28304.00. Or surface industry.",purchase_order
Expense reimbursement claim by Sarah Morris for ₹46007.00 on 2025-01-22. Category: travel.,expense
Expense reimbursement claim by Christopher Bowman for ₹10341.00 on 2025-02-05. Category: travel.,expense
Purchase Order 97263 received for vendor Huffman Group. Qty: 90. Total: ₹81124.00. Usually wall various court view camera race.,purchase_order
Purchase Order 40126 received for vendor Harris-Rogers. Qty: 57. Total: ₹19810.00.,purchase_order
"Invoice from Contreras, Lee and Williams for invoice #1292 total ₹165085.00 due on 2025-10-03. Please remit payment.",accounts_payable
Payment request - Invoice 41814; Amount: ₹51638.00. For Accounts Payable processing. Week test alone organization story training.,accounts_payable
"Invoice from Weeks, Gregory and Mathews for invoice #87991 total ₹66161.00 due on 2025-11-30. Please remit payment.",accounts_payable
Credit note 6426 issued to Rodriguez Ltd for amount ₹110447.00. Provide put amount memory grow partner send.,other
"Purchase Order 10953 received for vendor Yates, Calderon and Brown. Qty: 58. Total: ₹98064.00.",purchase_order
"PO #38473 confirmation: items TV; into; day; fill. Total ₹27005.00. Ship to 583 Albert Common Suite 509, East Eduardoview, PR 79675.",purchase_order
Misc document: reference 705558. Notes: Realize store language democratic.,other
"PO #48288 confirmation: items expect; certainly. Total ₹36057.00. Ship to 5430 Kristen Summit Apt. 556, Lake Donna, MP 82521. Partner especially guess.",purchase_order
Invoice from Petty-Foster for invoice #34008 total ₹23223.00 due on 2025-07-11. Please remit payment. Probably onto prepare on who bad citizen sell.,accounts_payable
Tax invoice 98587: GST 18% on amount ₹155213.00. Taxable value ₹6534. For better network important somebody.,tax
"PO #68098 confirmation: items whether; pass; itself; sell. Total ₹159109.00. Ship to USNS Moran, FPO AP 27093. Job report author along myself two.",purchase_order
Purchase Order 99836 received for vendor Johnson-Vazquez. Qty: 2. Total: ₹162776.00.,purchase_order
"Reimbursement: taxi ₹158650.00, lunch ₹56169.00. Employee: Chad Valencia. Break watch fire meet worker.",expense
"PO #65054 confirmation: items southern; service. Total ₹93194.00. Ship to 320 Lori Isle Apt. 083, South Anitabury, WY 72255.",purchase_order
Credit note 6156 issued to Walker Group for amount ₹151917.00.,other
Expense reimbursement claim by Shannon Townsend for ₹169284.00 on 2025-06-04. Category: travel. Son enter.,expense
Purchase Order 82373 received for vendor Wallace-Tran. Qty: 90. Total: ₹43017.00.,purchase_order
Purchase Order 51543 received for vendor Ross-Rivas. Qty: 41. Total: ₹78567.00.,purchase_order
Payment request - Invoice 75087; Amount: ₹109019.00. For Accounts Payable processing. Worry skill will.,accounts_payable
"PO #27592 confirmation: items statement; voice. Total ₹114297.00. Ship to 3194 Christopher Throughway, West Michaelbury, MS 76265.",purchase_order
Payment request - Invoice 60015; Amount: ₹173610.00. For Accounts Payable processing. Dog present.,accounts_payable
Tax invoice 86528: GST 5% on amount ₹31364.00. Taxable value ₹15889. Chance factor medical.,tax
Credit note 5066 issued to Sharp PLC for amount ₹27760.00.,other
Tax invoice 14788: GST 18% on amount ₹48763.00. Taxable value ₹58941.,tax
Misc document: reference 128276. Notes: Cover mention share focus. Something Democrat which local job order.,other
Credit note 1069 issued to Ryan Ltd for amount ₹77438.00.,other
Misc document: reference 293904. Notes: Future public computer body.,other
Misc document: reference 684827. Notes: Friend message stay every push leave special close. Listen cold plant account wide hot until represent serve.,other
"PO #50292 confirmation: items interesting. Total ₹137692.00. Ship to 704 Patterson Causeway, Lake Kevinburgh, CA 52593.",purchase_order
Tax invoice 62302: GST 18% on amount ₹35124.00. Taxable value ₹35468.,tax
Tax invoice 17901: GST 12% on amount ₹14830.00. Taxable value ₹76487.,tax
"PO #86943 confirmation: items religious. Total ₹31298.00. Ship to 037 Stefanie Knoll Apt. 156, New Devin, PW 55644. Necessary heavy condition.",purchase_order
"Credit note 1483 issued to Wilson, Perez and Perez for amount ₹151445.00.",other
Expense reimbursement claim by Deborah Hebert for ₹92087.00 on 2025-04-11. Category: travel.,expense
"PO #37964 confirmation: items another. Total ₹149616.00. Ship to 582 Christina Heights, South Melissashire, LA 31100.",purchase_order
Credit note 6553 issued to Miller-Romero for amount ₹135545.00.,other
Misc document: reference 623284. Notes: Write south tell degree anyone develop far rate.,other
"PO #67329 confirmation: items everybody; eye; stand; nation. Total ₹192030.00. Ship to 727 Franco Points, New Andrewmouth, WV 51351. Claim off night suffer.",purchase_order
"PO #59533 confirmation: items dinner. Total ₹133738.00. Ship to 618 Jerome Rest, Port Amber, WI 23356.",purchase_order
Payment request - Invoice 48517; Amount: ₹4246.00. For Accounts Payable processing. Here either throughout form shake crime evidence church.,accounts_payable
Credit note 1686 issued to Rodriguez LLC for amount ₹154176.00.,other
"PO #85597 confirmation: items government. Total ₹28929.00. Ship to 57557 Nicholas Union, Michaelfort, KS 21249.",purchase_order
Expense reimbursement claim by Tamara Phelps for ₹131809.00 on 2025-09-27. Category: travel.,expense
